partner,source_sheet,section,entity,metric,student_group,school_year,value,notes,record_type,student_count,category,location,period,circulation,program_attendance,visitation,enrollment_count,books_read,met_minimum,books_distributed
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,42,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,241,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,207,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,182,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Total Student Enrollment,Total Student Enrollment,,2022-23,246,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Total Student Enrollment,Total Student Enrollment,,2023-24,220,,reading_assessment,,,,,,,,,,,
SDP,New SDP Reading Data,New Mexico School District Report Cards – Santo Domingo Elementary,Total Student Enrollment,Total Student Enrollment,,2024-25,206,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2018-19,0.25,"Some data gathered from California School Dashboard:
2019-20 
2020-21
2021-22
2022-23
2023-24
2024-25
2025-56",reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2020-21,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2021-22,*,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2022-23,0.0667,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2023-24,0.1538,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),All Students,,2024-25,0.1764,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2018-19,12,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2020-21,0,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2021-22,10,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2022-23,15,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2023-24,13,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),All Students,,2024-25,17,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2018-19,*,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2020-21,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2021-22,*,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2022-23,*,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2023-24,*,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grade 4),AI/AN Students,,2024-25,*,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2018-19,7,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2020-21,0,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2021-22,7,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2022-23,9,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2023-24,8,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Students Tested (Grade 4),AI/AN Students,,2024-25,9,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2018-19,0.2121,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2020-21,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2021-22,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2022-23,0.0233,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2023-24,0.102,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2024-25,0.0976,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),All Students,,2025-26,0.1633,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2018-19,0.15,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2020-21,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2021-22,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2022-23,0.0345,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2023-24,0.069,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2024-25,0,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Met or Exceeded (Grades 3-6),AI/AN Students,,2025-26,0.037,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2018-19,0.9429,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2020-21,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2021-22,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2022-23,0.9556,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2023-24,1,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2024-25,0.9535,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),All Students,,2025-26,0.98,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2018-19,0.9524,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2020-21,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2021-22,--,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2022-23,0.9355,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2023-24,1,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2024-25,0.9583,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,CAASPP ELA – Percent Tested (Grades 3-6),AI/AN Students,,2025-26,1,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,17,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,22,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,24,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,23,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,18,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,11,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,17,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2025-26,18,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,11,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,14,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,7,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,18,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,11,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,15,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,16,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2025-26,17,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,62,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,65,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,68,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,75,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,64,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,56,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,50,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,AI/AN Student Enrollment,AI/AN Student Enrollment,,2025-26,49,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2018-19,92,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2019-20,96,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2020-21,107,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2021-22,104,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2022-23,98,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2023-24,95,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2024-25,95,,reading_assessment,,,,,,,,,,,
Yurok,New Yurok Reading Data,,Total Student Enrollment,Total Student Enrollment,,2025-26,86,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2017-18,0.05,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2018-19,0.03,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2019-20,--,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2020-21,0.02,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2021-22,0.03,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2022-23,0.02,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2023-24,0.01,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,ELA – Percent Proficient or Advanced (Grades 3-6),All Students,,2024-25,0.02,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2017-18,43,Data collected from the NCES Elementary/Secondary Information System (ElSi) tableGenerator,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2018-19,53,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2019-20,54,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2020-21,21,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2021-22,38,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2022-23,42,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2023-24,43,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Kindergarten Student Enrollment,Kindergarten Student Enrollment,,2024-25,40,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2017-18,45,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2018-19,40,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2019-20,47,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2020-21,38,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2021-22,39,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2022-23,33,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2023-24,53,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Grade 4 Student Enrollment,Grade 4 Student Enrollment,,2024-25,37,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2017-18,293,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2018-19,300,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2019-20,299,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2020-21,278,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2021-22,271,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2022-23,278,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2023-24,295,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,AI/AN Student Enrollment,AI/AN Student Enrollment,,2024-25,263,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2017-18,309,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2018-19,315,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2019-20,312,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2020-21,287,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2021-22,280,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2022-23,293,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2023-24,309,,reading_assessment,,,,,,,,,,,
NC,New NC Reading Data,ESSA School Report Card – Lame Deer Elementary School,Total Student Enrollment,Total Student Enrollment,,2024-25,278,,reading_assessment,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2023,0.08,,reading_score,112,,,,,,,,,,
NC,,K-Reading Readiness Scores,,# of students,,Fall 2023,,,reading_score,35,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2023,0.2,,reading_score,7,,,,,,,,,,
Yurok,,K-Reading Readiness Scores,,# of students,,Fall 2023,0.61,,reading_score,26,,,,,,,,,,
EBCI,,K-Reading Readiness Scores,,# of students,,Fall 2022,82% of Kindergarteners were well below the benchmark,,reading_score,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2022,0.11,,reading_score,97,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2022,0.1904761905,,reading_score,8,,,,,,,,,,
EBCI,,K-Reading Readiness Scores,,# of students,,Fall 2021,87% of Kindergartners were well below the benchmark,,reading_score,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2021,22.5,,reading_score,,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2021,0.2558139535,,reading_score,11,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2020,*,,reading_score,,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2020,0.5333333333,,reading_score,16,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2019,58.5,,reading_score,,,,,,,,,,,
SDP,,K-Reading Readiness Scores,,# of students,,Fall 2019,0.2391304348,,reading_score,11,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2018,15.8,,reading_score,,,,,,,,,,,
Lumbee,,K-Reading Readiness Scores,,# of students,,Fall 2017,27.5,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2023,,,reading_score,31,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2023,0.1875,,reading_score,6,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2022,,,reading_score,33,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2022,0.125,,reading_score,5,,,,,,,,,,
Yurok,,4th Grade Reading Scores,,# of students,,Fall 2022,0.13,,reading_score,16,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2021,,,reading_score,39,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2021,0.1951219512,,reading_score,8,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2020,196,,reading_score,,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2020,0.3181818182,,reading_score,7,,,,,,,,,,
EBCI,,4th Grade Reading Scores,,# of students,,Fall 2019,196,,reading_score,,,,,,,,,,,
Lumbee,,4th Grade Reading Scores,,# of students,,Fall 2019,200,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2019,198,,reading_score,,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2019,193,,reading_score,,,,,,,,,,,
EBCI,,4th Grade Reading Scores,,# of students,,Fall 2018,194,,reading_score,,,,,,,,,,,
Lumbee,,4th Grade Reading Scores,,# of students,,Fall 2018,199,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2018,198,,reading_score,,,,,,,,,,,
EBCI,,4th Grade Reading Scores,,# of students,,Fall 2017,199,,reading_score,,,,,,,,,,,
NC,,4th Grade Reading Scores,,OTHER,,Fall 2017,194,,reading_score,,,,,,,,,,,
SDP,,4th Grade Reading Scores,,# of students,,Fall 2017,189,,reading_score,,,,,,,,,,,
EBCI,,4th Grade End of Grade Test Results,,GLP,,Fall 2019,No Data,,reading_score,No Data,,,,,,,,,,
EBCI,,4th Grade End of Grade Test Results,,GLP,,Fall 2018,27,,reading_score,42.6,,,,,,,,,,
EBCI,,4th Grade End of Grade Test Results,,GLP,,Fall 2017,29.1,,reading_score,42.7,,,,,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2023-24,4112,,"125-150 independent visits/week
500ish students in class visits/week",,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2023-24,11338,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2023-24,280,,380,,,,
SDP,,,,,,,,,library_usage,,School Library,SDP: Santo Domingo Elementary School,2023-24,*,,,,,,
Yurok,,,,,,,,,library_usage,,School Library,Yurok: 'O Me-nok  Learning Center,2023-24,2298,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2022-23,4028,,"720 students, pre-k - 5th gr",,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2022-23,293,,,,,,
Yurok,,,,,,,,,library_usage,,School Library,Yurok: 'O Me-nok  Learning Center,2022-23,3483,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2021-22,4893,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2021-22,12608,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2021-22,280,,,,,,
Yurok,,,,,,,,,library_usage,,School Library,Yurok: 'O Me-nok  Learning Center,2021-22,2290,,,,,,
EBCI,,,,,,,,,library_usage,,School Library,EBCI: Cherokee Elementary School,2020-21,1986,,,,,,
Lumbee,,,,,,,,,library_usage,,School Library,Lumbee: Pembroke Elementary School,2020-21,535,,,,,,
NC,,,,,,,,,library_usage,,School Library,NC: Lame Deer Elementary School,2020-21,287,,,,,,
